shop_url,company_name,telephone
https://www.rakuten.co.jp/kosaburo/,株式会社ブルーコムブルー,0766281785
https://www.rakuten.co.jp/luxboy/,Not Found,Not Found
https://www.rakuten.co.jp/lurco/,株式会社サンホームズ,058-271-5150
https://www.rakuten.co.jp/piccin0301/,Not Found,092-471-8950
https://www.rakuten.co.jp/jacquemart/,株式会社ブルーコムブルー,0766-28-1785
https://www.rakuten.co.jp/potechino/,Not Found,0797-22-3700
https://www.rakuten.co.jp/sakaiya/,有限会社さかいやスポーツ,03-3262-1919
https://www.rakuten.co.jp/woody-h/,株式会社ウッディーハウス,0773-77-5249
https://www.rakuten.co.jp/jf-clothes/,株式会社インターナカツ,050-3732-5388
https://www.rakuten.co.jp/zenmall/,Not Found,0570-05-1641
https://www.rakuten.co.jp/cansass/,株式会社キャンサス,0799-24-4599
https://www.rakuten.co.jp/lilysilk-direct/,Not Found,Not Found
https://www.rakuten.co.jp/e-monohasin/,Not Found,023-615-4456
https://www.rakuten.co.jp/11kaigofuku/,株式会社興和堂,03-5855-8811
https://www.rakuten.co.jp/eurobrand/,株式会社サンエー,080-4636-8601
https://www.rakuten.co.jp/gooddealweb/,株式会社ブルームーンカンパニー,03-6419-7955
https://www.rakuten.co.jp/rep-hat/,有限会社中津商会,042-723-7854
https://www.rakuten.co.jp/bingoya-webstore/,株式会社びんごや,0857-29-0817
https://www.rakuten.co.jp/earthboutique/,株式会社ＥＡＲＴＨ,0532219188
https://www.rakuten.co.jp/lag-onlinestore/,株式会社ナインアディクト,06-6748-8788
https://www.rakuten.co.jp/clozest/,株式会社Ｈ．Ｉ．Ｔ．,05053545106
https://www.rakuten.co.jp/vsquare/,"株式会社によって運営されています。会社名セーレン株式会社創業明治22年（1889年）設立大正12年5月1日（1923年）代表者代表取締役会長 / 最高経営責任者　川田達男資本金175億2,025万円所在地【東京本社】",0120-35-2036
https://www.rakuten.co.jp/mountblue/,Not Found,0799-26-2785
https://www.rakuten.co.jp/courcarrean/,Not Found,0367123454
https://www.rakuten.co.jp/cansas/,有限会社キャンサス◆本社住所兵庫県南あわじ市市福永５４５−９◆創業　昭和50年5月　昭和59年法人化◆本社代表　馬詰和成「cansas」キャンサスは当社保有の登録商標です商標登録第5180357号類似の店舗名、商品などにご注意くださいますようお願いいたしますまた、当店の商品画像や会社名、住所などを不正に使用した悪質なサイトが出現しております当店の通販サイトはこのcansasキャンサス楽天市場店のみでございます悪質な偽サイトは発見次第都度、警察のサイバー犯罪対策課に報告させていただいて警告が出たり、表示されないようにするなどの対処させていただいておりますが、（現在わかっているのはサイトのURLが〇〇〇〇〇 .tradeとなっているものは偽サイトだと思われます）お客様には十分ご注意くださいますようお願いいたします皆様のおかげでcansasキャンサスは楽天市場開店19周年を迎えることができました心よりお礼申し上げます<(_ _)>これからもさらにお客様にご満足いただけるお店を目指して頑張ってまいりますのでどうぞよろしくお願いいたします有限会社キャンサス,0799-26-1662
https://www.rakuten.co.jp/news-web/,有限会社ニューズ,0748-32-7239
https://www.rakuten.co.jp/clothes-tile/,Not Found,072-681-2777
https://www.rakuten.co.jp/uniform-japan/,Not Found,0120-223-343
https://www.rakuten.co.jp/u-oak/,株式会社チョウヤ,089-946-3339
https://www.rakuten.co.jp/h-zenmall/,Not Found,0570-05-1641
https://www.rakuten.co.jp/peacefullife/,株式会社ｌｅａｄ,0565635963
https://www.rakuten.co.jp/lesnoirgraph/,株式会社Ａｃｈｅｔｅｕｒ　Ｌａｂ,05058099131
https://www.rakuten.co.jp/c-lime/,有限会社ライムコーポレーション,0262170180
https://www.rakuten.co.jp/robedecora/,株式会社ローブ,0582326778
https://www.rakuten.co.jp/daigochi/,株式会社ロココ,06-4708-6316
https://www.rakuten.co.jp/february/,株式会社ブルーコムブルー,0766-28-1785
https://www.rakuten.co.jp/one-day/,有限会社ＭＯＭＯ　ＣＯＭＰＡＮＹ,096-206-7405
https://www.rakuten.co.jp/spacemoo/,有限会社藤澤眼鏡店,087-816-0677
https://www.rakuten.co.jp/us-online/,株式会社ＴＳＩ,03-5785-6443
https://www.rakuten.co.jp/mkc-jp/,Not Found,0563-54-7216
https://www.rakuten.co.jp/bleucommebleu/,株式会社ブルーコムブルー,0766-28-1785
https://www.rakuten.co.jp/firstline/,有限会社マウントフット,092-626-8190
https://www.rakuten.co.jp/auc-marks-run/,株式会社マークス＆ラン,06-6710-9851
https://www.rakuten.co.jp/abctown/,Not Found,01090802350
https://www.rakuten.co.jp/moonloid/,有限会社オフィス甲斐,0166-73-6222
https://www.rakuten.co.jp/abc-mart/,株式会社エービーシー・マート,0120-936-610
https://www.rakuten.co.jp/forest369/,株式会社フォレスト,0797964387
https://www.rakuten.co.jp/antelp/,株式会社アンテロープ,078-335-5113
https://www.rakuten.co.jp/btclub/,Not Found,0570-05-1641
https://www.rakuten.co.jp/krunch/,Not Found,0359264669
https://www.rakuten.co.jp/milulu/,株式会社ＢｌｕｅＳｋｙ,090-5252-4188
https://www.rakuten.co.jp/italistofficial/,Not Found,4242291692
https://www.rakuten.co.jp/na-na-bunsitu/,株式会社ｎプリュス,0262235448
https://www.rakuten.co.jp/import-ss-shop/,Not Found,0762875148
https://www.rakuten.co.jp/fleur-de-lis/,有限会社ティーカンパニー,089-955-7789
https://www.rakuten.co.jp/seoulcollection/,Not Found,07088401044
https://www.rakuten.co.jp/aromage/,株式会社アロマフォレスト,052-890-2110
https://www.rakuten.co.jp/avirex/,株式会社ＴＳＩ,03-5785-6443
https://www.rakuten.co.jp/kakishibu/,Not Found,075-744-2069
https://www.rakuten.co.jp/glanceed/,株式会社ファースト,05034797982
https://www.rakuten.co.jp/z-craft/,株式会社ロイヤル,052-231-2340
https://www.rakuten.co.jp/silk-health/,株式会社 絹物語しらはた住所 997-0034 鶴岡市本町3丁目5-16営業時間 AM10時〜12時・PM1時〜PM5時　毎週水曜日定休日。日曜日定休日■ＨＰカレンダーご覧下さい。電話番号 0235-22-1825FAX 0235-22-2568フリーダイヤル 0120-232-132■お電話は10時〜12時・13時〜17時「絹物語しらはた」へアクセス頂き有難うございます。当店では71年の絹製品と絹寝具販売を手がけてまいりました。今回は絹の街「鶴岡」から全国のみなさまへ健康繊維「絹」の良さを一人でも多くの方へご理解いただきたく当サイトを開設しました。長年のシルク製品販売の経験を生かしお客様の健康生活にお役にたつ最新情報を提供していきたいと思います。日頃の健康生活を保つ日常の最大の特効薬は「衣食住」ともいわれております、すなわち健全な生活習慣を心掛ける事が一番の秘訣かと思われます。副作用もない「絹」の不思議な健康効果を是非一度体験される事をおすすめいたします。株式会社絹物語しらはた,0235-22-1825
https://www.rakuten.co.jp/elife-onlinestore/,Not Found,0582662111
https://www.rakuten.co.jp/i-need-more-shoes/,Not Found,0575-45-0255
https://www.rakuten.co.jp/asahimi/,Not Found,01067709674
https://www.rakuten.co.jp/galstar/,株式会社ネオグラフィック,06-6567-9000
https://www.rakuten.co.jp/galette-store/,株式会社ガレット,0942815323
https://www.rakuten.co.jp/more-net/,株式会社モア,075-872-3405
https://www.rakuten.co.jp/womanremix/,株式会社理趣,0183-55-8865
https://www.rakuten.co.jp/x-sell/,株式会社イズミエクセル販売部　エクセルEC広島市西区商工センター2-3-1店舗責任者：岩本 哲雄第731030900016号広島県公安委員会/古物商許可証□TEL：0120-279-120(10：00〜17：00)※年末年始など休止の場合あり□E-Mail：x-sell@shop.rakuten.co.jp（17：00以降は翌日対応）※いただきましたメールは順次ご対応させていただき、全てにご返信しております。当店からの返信が届かない場合は、お手数ですがドメイン拒否設定や迷惑メール自動振分け設定等メール設定をご確認ください。株式会社イズミ,0120-279-120
https://www.rakuten.co.jp/dinos/,株式会社ＤＩＮＯＳ　ＣＯＲＰＯＲＡＴＩＯＮ,0120-111-555
https://www.rakuten.co.jp/coolness/,株式会社リヴィングウェル,0839766788
https://www.rakuten.co.jp/id-id/,Not Found,093-967-1225
https://www.rakuten.co.jp/sutekitaiken/,株式会社オフィス・ジーアンドビー,047-314-8582
https://www.rakuten.co.jp/applehouse-store/,株式会社あぶちストア名：APPLE HOUSE 楽天市場店ストア名（カナ名）：アップルハウス ラクテンイチバテン株式会社あぶち,053-430-1552
https://www.rakuten.co.jp/geostyle/,株式会社ジェオグラフィー,0745-51-0210
https://www.rakuten.co.jp/kasurigiemon/,株式会社オカモト商店,0942-32-6579
https://www.rakuten.co.jp/m-sakazen/,Not Found,0570-05-1641
https://www.rakuten.co.jp/span-d2c/,株式会社少納言,0120-213-277
https://www.rakuten.co.jp/spisurre/,有限会社チクマ,055-979-4767
https://www.rakuten.co.jp/bambooleaf/,Not Found,06-6170-7300
https://www.rakuten.co.jp/tokyosoir/,株式会社東京ソワール,03-6372-6722
https://www.rakuten.co.jp/abcmartsports/,株式会社エービーシー・マート,0120-936-610
https://www.rakuten.co.jp/auc-pourvous/,株式会社ＰｏｕｒＶｏｕｓ,06-6762-7188
https://www.rakuten.co.jp/dormifanny/,Not Found,06-6394-3081
https://www.rakuten.co.jp/clospot/,Not Found,Not Found
https://www.rakuten.co.jp/shafter/,Not Found,Not Found
https://www.rakuten.co.jp/alpen/,Not Found,Not Found
