shop_url,info_url,company_name,telephone
https://www.rakuten.co.jp/amateurelite/,https://www.rakuten.co.jp/amateurelite/info.html,Not Found,0477114381
https://www.rakuten.co.jp/torato/,https://www.rakuten.co.jp/torato/info.html,株式会社フォージ,03-6696-1002
https://www.rakuten.co.jp/kimonomachi/,https://www.rakuten.co.jp/kimonomachi/info.html,Not Found,075-354-8511
https://www.rakuten.co.jp/htdd/,https://www.rakuten.co.jp/htdd/info.html,株式会社ハイタイド,092-510-7710
https://www.rakuten.co.jp/wagokoro-kimonoya/,https://www.rakuten.co.jp/wagokoro-kimonoya/info.html,Not Found,022-346-1076
https://www.rakuten.co.jp/glanage-leg/,https://www.rakuten.co.jp/glanage-leg/info.html,株式会社ナイガイ,0120-644-023
https://www.rakuten.co.jp/dnetmall/,https://www.rakuten.co.jp/dnetmall/info.html,"社　　　　名 本社所在地 創　　　　業 設　　　　立 資　本　金 代　表　者 取 引 銀 行 決　算　期 事 業 内 容 取　引　先 ダイニチ株式会社 大阪市北区同心1丁目8番28号 TEL 06-6354-1234 FAX 06-6354-1239 1974年3月1日 1975年9月11日 4,000万円 代表取締役　山下　晃 三井住友銀行　南森町支店 三菱UFJ銀行　天神橋支店 年1回8月 雑貨の企画製造卸、イベント、飲食店 ギフト、通販、量販、ネット販売、各省・官庁関連 他 沿　　　　革 1974.03.01 1975.08.01 1975.09.11 1977.04.15 1978.09.20 1979.05.09 1983.11.15 1984.11.12 1990.11.30 1997.06.10 2013.04.01 2013.05.05 2015.04.06 2016.12.06 2021.05.24 2022.06.30 電設・共聴・工具資材、アイデア商品製造卸として 大阪市北区松ケ枝町22に於いて創業 現本社所在地に移転 第一産業株式会社を資本金1,200万円にて設立 資本金2,500万円に増資 本社土地及び建物を購入し増築 資本金4,000万円に増資 第一日動株式会社に社名変更 電気用品取締法に依る製造事業認可を取得 ダイニチ株式会社に社名変更 輸入業務開始 社屋1F改築工事完成に伴い飲食店オープン 社会人サークル開催 Yahooショップ出店 楽天ショップ出店 スーパーデリバリー出店 社屋2F改修工事完成 ダイニチ株式会社",0663541234
https://www.rakuten.co.jp/platinism/,https://www.rakuten.co.jp/platinism/info.html,弊社の商品画像や会社情報等を無断で盗用した悪質な詐欺(なりすまし)サイトの存在を複数確認しております。弊社とは全く関係のないウェブサイトになりますのでご注意くださいますようお願いいたします。 達磨一番株式会社,0338357955
https://www.rakuten.co.jp/artbrown/,https://www.rakuten.co.jp/artbrown/info.html,株式会社アートブラウン,092-874-7775
https://www.rakuten.co.jp/mons-onlineshop/,https://www.rakuten.co.jp/mons-onlineshop/info.html,Not Found,08064384931
https://www.rakuten.co.jp/coola/,https://www.rakuten.co.jp/coola/info.html,株式会社クーラ,06-6252-0014
https://www.rakuten.co.jp/mkslpulp/,https://www.rakuten.co.jp/mkslpulp/info.html,Not Found,05018088972
