shop_url,info_url,company_name,telephone
https://www.rakuten.co.jp/beko1/,https://www.rakuten.co.jp/beko1/info.html,株式会社ベコ,092-866-1707
https://www.rakuten.co.jp/sozai-e/,https://www.rakuten.co.jp/sozai-e/info.html,株式会社ｏｈａｃｏ,044-385-2451
https://www.rakuten.co.jp/span-d2c/,https://www.rakuten.co.jp/span-d2c/info.html,株式会社少納言,0120-213-277
https://www.rakuten.co.jp/up-t01/,https://www.rakuten.co.jp/up-t01/info.html,丸井織物株式会社,0120-864-321
https://www.rakuten.co.jp/limited2nd/,https://www.rakuten.co.jp/limited2nd/info.html,タマロン株式会社,088-678-6665
https://www.rakuten.co.jp/span-d2c/,https://www.rakuten.co.jp/span-d2c/info.html,株式会社少納言,0120-213-277
https://www.rakuten.co.jp/playerz/,https://www.rakuten.co.jp/playerz/info.html,Not Found,Not Found
https://www.rakuten.co.jp/plage-keep-it-simple/,https://www.rakuten.co.jp/plage-keep-it-simple/info.html,Not Found,Not Found
https://www.rakuten.co.jp/plage-keep-it-simple/,https://www.rakuten.co.jp/plage-keep-it-simple/info.html,Not Found,Not Found
https://www.rakuten.co.jp/tshirt-st/,https://www.rakuten.co.jp/tshirt-st/info.html,※現在、電話対応は中止しています。 ※当店へのご連絡につきましては お問い合わせフォーム からお願いします。 ※適格請求書発行事業者登録番号取得済み＜インボイス番号 : T6200001008479＞ 株式会社ＤＡＱ,050-3155-1521
https://www.rakuten.co.jp/plage-keep-it-simple/,https://www.rakuten.co.jp/plage-keep-it-simple/info.html,Not Found,Not Found
https://www.rakuten.co.jp/vi-style/,https://www.rakuten.co.jp/vi-style/info.html,薬局や施術院で販売中のOEM・PN・NBを製造販売しております。 株式会社ハヤシ・ニット,0745-23-3161
https://www.rakuten.co.jp/span-d2c/,https://www.rakuten.co.jp/span-d2c/info.html,株式会社少納言,0120-213-277
https://www.rakuten.co.jp/iq-organic/,https://www.rakuten.co.jp/iq-organic/info.html,Not Found,Not Found
https://www.rakuten.co.jp/harmonature/,https://www.rakuten.co.jp/harmonature/info.html,ハーモネイチャー株式会社,050-7530-3114
https://www.rakuten.co.jp/iq-organic/,https://www.rakuten.co.jp/iq-organic/info.html,Not Found,Not Found
https://www.rakuten.co.jp/sweat/,https://www.rakuten.co.jp/sweat/info.html,株式会社アドフロー,03-5369-1878
https://www.rakuten.co.jp/r-e-zakkaya/,https://www.rakuten.co.jp/r-e-zakkaya/info.html,株式会社大和ネットサービス,06-6791-7136
https://www.rakuten.co.jp/span-d2c/,https://www.rakuten.co.jp/span-d2c/info.html,株式会社少納言,0120-213-277
https://www.rakuten.co.jp/harmonature/,https://www.rakuten.co.jp/harmonature/info.html,ハーモネイチャー株式会社,050-7530-3114
https://www.rakuten.co.jp/public/,https://www.rakuten.co.jp/public/info.html,Not Found,Not Found
https://www.rakuten.co.jp/harmonature/,https://www.rakuten.co.jp/harmonature/info.html,ハーモネイチャー株式会社,050-7530-3114
https://www.rakuten.co.jp/mugigokoro/,https://www.rakuten.co.jp/mugigokoro/info.html,株式会社麦心,0574-66-5501
https://www.rakuten.co.jp/piplus/,https://www.rakuten.co.jp/piplus/info.html,弊社では責任を負いかねます事予めご了承ください。 ピプラス株式会社,0783355466
https://www.rakuten.co.jp/muzistyle/,https://www.rakuten.co.jp/muzistyle/info.html,Not Found,Not Found
https://www.rakuten.co.jp/tshirt-st/,https://www.rakuten.co.jp/tshirt-st/info.html,※現在、電話対応は中止しています。 ※当店へのご連絡につきましては お問い合わせフォーム からお願いします。 ※適格請求書発行事業者登録番号取得済み＜インボイス番号 : T6200001008479＞ 株式会社ＤＡＱ,050-3155-1521
https://www.rakuten.co.jp/chara-basket/,https://www.rakuten.co.jp/chara-basket/info.html,株式会社ヨシダユウ,072-335-2101
https://www.rakuten.co.jp/span-d2c/,https://www.rakuten.co.jp/span-d2c/info.html,株式会社少納言,0120-213-277
https://www.rakuten.co.jp/span-d2c/,https://www.rakuten.co.jp/span-d2c/info.html,株式会社少納言,0120-213-277
https://www.rakuten.co.jp/cleaningbank/,https://www.rakuten.co.jp/cleaningbank/info.html,●個人情報の利用目的について お客様からお預かりした個人情報は、商品の注文の受付及び発送、カタログやＤＭ等の発送ならびに お客様からのお問合せに回答するために利用いたします。 ●個人情報の開示について お客様から個人情報の開示要求があった場合は、本人であることが確認できた場合に限り開示します。 注：本人確認の方法 本人であることが証明できるもの（免許証・保険証など）の写しを、当社宛に郵送してください。 内容を確認させていただき、本人であることが明確になり次第開示させていただきます。 個人情報の開示、訂正、および利用・提供の中止の申し出は下記までご連絡をお願い致します。 運営会社：イーシス株式会社 店舗名：イーシスユニフォーム 個人情報保護管理責任者：福井 翔 問合せ先：,0664439588
https://www.rakuten.co.jp/piplus/,https://www.rakuten.co.jp/piplus/info.html,弊社では責任を負いかねます事予めご了承ください。 ピプラス株式会社,0783355466
https://www.rakuten.co.jp/auc-waiper/,https://www.rakuten.co.jp/auc-waiper/info.html,"（shop information） WAIPER CO.,LTD 3-26-17-WAIPER Bld., Kiyokawa, Chuo-ku Fukuoka-shi, Fukuoka, 810-0005, Japan Shop Manager：YUUKI KOTANI Shop Security Manager：AKIHIRO NAKAMURA e-mail：support@waiper.com 株式会社ＷＡＩＰＥＲ",092-791-5252
https://www.rakuten.co.jp/chara-basket/,https://www.rakuten.co.jp/chara-basket/info.html,株式会社ヨシダユウ,072-335-2101
https://www.rakuten.co.jp/uniformbank/,https://www.rakuten.co.jp/uniformbank/info.html,●個人情報の利用目的について お客様からお預かりした個人情報は、商品の注文の受付及び発送、カタログやＤＭ等の発送ならびに お客様からのお問合せに回答するために利用いたします。 ●個人情報の開示について お客様から個人情報の開示要求があった場合は、本人であることが確認できた場合に限り開示します。 注：本人確認の方法 本人であることが証明できるもの（免許証・保険証など）の写しを、当社宛に郵送してください。 内容を確認させていただき、本人であることが明確になり次第開示させていただきます。 個人情報の開示、訂正、および利用・提供の中止の申し出は下記までご連絡をお願い致します。 運営会社：イーシス株式会社 店舗名：ユニフォームバンク 個人情報保護管理責任者：福井 翔 問合せ先：,0664439588
https://www.rakuten.co.jp/iq-organic/,https://www.rakuten.co.jp/iq-organic/info.html,Not Found,Not Found
https://www.rakuten.co.jp/span-d2c/,https://www.rakuten.co.jp/span-d2c/info.html,株式会社少納言,0120-213-277
