shop_url,info_url,company_name,telephone
https://www.rakuten.co.jp/zacca-clover/,https://www.rakuten.co.jp/zacca-clover/info.html,Not Found,050-1720-6676
https://www.rakuten.co.jp/fashionletter/,https://www.rakuten.co.jp/fashionletter/info.html,株式会社ＢＦＬＡＴ,06-6568-3435
https://www.rakuten.co.jp/blissful/,https://www.rakuten.co.jp/blissful/info.html,株式会社ＢＬＩＳＳＦＵＬ,050-6880-3517
https://www.rakuten.co.jp/wayizu888/,https://www.rakuten.co.jp/wayizu888/info.html,Not Found,05088826574
https://www.rakuten.co.jp/kaminokesshou/,https://www.rakuten.co.jp/kaminokesshou/info.html,株式会社銀河民,050-6869-1170
https://www.rakuten.co.jp/misa-japan/,https://www.rakuten.co.jp/misa-japan/info.html,Not Found,08058704457
https://www.rakuten.co.jp/tf-boy/,https://www.rakuten.co.jp/tf-boy/info.html,株式会社Ｔ＆Ｗ,050-3550-3566
https://www.rakuten.co.jp/nagamori/,https://www.rakuten.co.jp/nagamori/info.html,株式会社永盛,050-3186-4865
https://www.rakuten.co.jp/crescent0501/,https://www.rakuten.co.jp/crescent0501/info.html,Not Found,05036955879
https://www.rakuten.co.jp/wuyue/,https://www.rakuten.co.jp/wuyue/info.html,Not Found,050-3635-9421
https://www.rakuten.co.jp/lowcos/,https://www.rakuten.co.jp/lowcos/info.html,株式会社ミコル 〒5020933 岐阜県岐阜市日光町8-33-4,0120-070-727
https://www.rakuten.co.jp/infinite-smile/,https://www.rakuten.co.jp/infinite-smile/info.html,Not Found,050-3188-8849
https://www.rakuten.co.jp/jubia/,https://www.rakuten.co.jp/jubia/info.html,Not Found,05088935007
https://www.rakuten.co.jp/dekee/,https://www.rakuten.co.jp/dekee/info.html,Not Found,0587-96-8244
